Date	Type	Country	Area	Location	Activity	Name	Sex 	Age	Fatal (Y/N)	Grad Injury	Location of Injury	Type of Shark	Size of Shark	Investigator or Source	pdf
1999-08-05	Unprovoked	BAHAMAS	Abaco Islands	Grand Cay	Spearfishing & holding catch	Kevin King	M	35	N	Injury	Unknown	bull shark	2.	South Florida Sun-Sentinel, 8/7/1999, p.1A; Palm Beach Post, 8/7/1999	KevinKing
1999-07-29	Unprovoked	SOUTH AFRICA	Western Cape Province	Kogebaai	Surfing	Sergio Capri	M	42	N	Injury	Right thigh	White shark	3 m	A. Gifford, GSAF	Capri
1999-07-26	Unprovoked	USA	Florida	Two miles off Key Colony Beach, Monroe County	Swimming with dolphins	Michael Knowles	M	43	N	Injury	Unknown	Bull shark	2.	M.  Lynch; Miami Herald, 7/28/1999 	Knowles
1999-07-21	Unprovoked	USA	Hawaii	Honoli'i in Hilo (west side of Big Island)	Surfing	Griffith Yamaguchi	M	43	N	Injury	Right thigh	Tiger shark	1.	Star Bulletin	Yamaguchi
1999-07-15	Unprovoked	SOUTH AFRICA	Western Cape Province	Buffels Bay (near Knysna)	Boogie boarding	Hercules Pretorius	M	14	Y	Fatal	Unknown	White shark	Unknown	A. Gifford, GSAF	Pretorius
1999-07-06	Unprovoked	USA	South Carolina	Charleston		Shannon Morsy	M	0	N	Injury	Unknown	Unknown	Unknown	Channel 9 News Charlotte	NVMorsy
1999-07-04	Unprovoked	USA	Florida	Pensacola  Beach, Escambia County	Wading in school of baitfish	Lisa Alexander	F	30	N	Lacerations	Unknown	Blacktip shark	1.	Pensacola News Journal, 7/5/1999 	LisaAlexander
1999-07-03	Unprovoked	SOUTH AFRICA	Eastern Cape Province	Cintsa East, East London	Surfing	Colin Grey	M	29	N	Injury	Unknown	White shark	4 m	A. Gifford, GSAF	Grey
1999-06-19	Unprovoked	USA	Florida	11 miles off Dog Island in the Gulf of Mexico, Franklin County	Adrift in a life jacket	Robert Bass	M	20	N	Injury	left foot	Unknown	1.	Orlando Sentinel, 6/21/1999, p.B.3	Bass
1999-06-17	Unprovoked	USA	Florida	South of Ponce Inlet, Volusia County	Surfing	Lucas Bryant	M	21	N	Injury	hand	Unknown	3'	S. Petersohn, GSAF	Bryant
1999-06-12	Unprovoked	USA	Florida	Atlantiic Beach, Duval County	Swimming		M	41	N	Injury	Unknown	Unknown	Unknown	Florida Times-Union, 6/13/1999	AtlanticBeach
1999-06-09	Unprovoked	USA	Florida	Atlantic Dunes Park, Delray Beach, Palm Beach County	Splashing / wading	Ryan Welborn	M	5	N	Injury	Unknown	spinner shark	Unknown	Palm Beach Post, 6/10/1999	Wellborn
1999-05-29	Unprovoked	AUSTRALIA	South Australia	Hardwicke Bay, Yorke Peninsula	Windsurfing	Tony Donoghue	M	22	Y	Fatal	Unknown	white shark	Unknown	J. Morris	Donoghue
1999-05-01	Unprovoked	BRAZIL	Pernambuco	Boa Viagem Beach, Recife	Surfing	Charles Heitor Barbosa Pires	M	21	N	Injury	Leg   hand	Tiger shark	2.	P.M. Lopez, GSAF; O. Gadig; JC, 5/3/1999	Pires
1999-04-22	Unprovoked	MAURITIUS	Grand Baie	Pointe aux Canonniers	Swimming	Sylvia Lanner	F	41	N	Injury	Unknown	reef shark	1.		Lanner
1999-04-11	Unprovoked	REUNION	L' Etang Salé-les-Bains	Roche-aux-Oiseaux	Swimming after being swept into sea by a large wave	Guy Oudin	M	52	Y	Fatal	Unknown	bull shark	Unknown	G. Van Grevelynghe	Oudin
1999-04-01	Unprovoked	USA	Florida	Hobe Sound Beach, Palm Beach County	Surfing		M	14	N	Injury	Unknown	Unknown	Unknown	Palm Beach Post, 4/1/1999	HobeSoundSurfer
	Unprovoked	NEW ZEALAND	South Island	Codfish Island (Whenua Hau) west of Stewart Island	Spearfishing & diving for paua	Zane Smith	M	0	N	No injury	Unknown	Sevengill shark	2.	Southland Times, 3/18/1999	RZaneSmithX
	Provoked	BRAZIL	Rio Grande de Norte	Atol das Rochas	Scientific research (Dr. Sonny Gruber's student)	Dan Cartamil	M	0	N	Injury	Unknown	Unknown	Unknown	internet, expedition 	bCartamil
	Unprovoked	USA	Hawaii	Olowalu side of Lahina, Maui 	Swimming, towing a kayak	Navid Davoudabai	F	29	Y	Fatal	Unknown	Unknown	Unknown	L. Fujimoto; G. Kubota,  Star Bulletin	aDavoodabai
	Unprovoked	NEW CALEDONIA	Loyalty Islands	Ouvea	Spearfishing	Blaise Wouanena	M	0	N	Injury	Unknown	kg shark	200	W. Leander; Les Nouvelles Caledoniennes, 3/15/1999	bWouanena
	Provoked	NEW ZEALAND			Fishing	Mr. Spain	M	28	N	Injury	Right thigh	Mako shark	1.	C. Creswell, GSAF	aSpain
1999-03-08	Unprovoked	USA	Hawaii	Kealia Beach, Kaua'i	Body surfing or body boarding	Jonathan Allen	M	18	N	Injury	right leg	Unknown	Unknown	G. Balazs	NVAllen
1999-03-05	Unprovoked	USA	Hawaii	Quarter mile offshore in Kaanapali, West Maui	Swimming near pod of whales	Robyne Knutson	F	29	N	Injury	Unknown	Unknown	3.	S. Waterman, GSAF; L. Fujimoto; G. Kubota,  Star Bulletin	Knutson
	Boating	USA	North Carolina	Frying Pan Shoals	Cruising	 28' sport fishing boat, Bird Dog		0	N	No injury	Unknown	Basking shark	Unknown	Wilmington Star, 2/26/1999, C. Creswell, GSAF	RBirdDog
1999-02-23	Unprovoked	AUSTRALIA	New South Wales	Scotts Head	Surfing		M	35	N	Injury	hand	tiger shark	Unknown	Daily Telegraph, 2/24/1999, p.3; Orlando Sentinel, 2/24/1999, p.A10	ScottsHead
1999-02-03	Unprovoked	USA	Florida	Hobe Sound, Martin County	Surfing	Kenny Burns	M	25	N	Injury	hand	Spinner shark	Unknown	The Palm Beach Post, 2/5/1999; St. Petersburg Times, 2/6/1999	KennyBurns
1999-01-29	Unprovoked	MAURITIUS		Belle-Mare	Spearfishing	Rajkumar Mansaram	M	47	N	Injury	Unknown	Bull shark	Unknown	J.M. Langlois	Mauritius
1999-01-13	Unprovoked	SOUTH AFRICA	Eastern Cape Province	Bonza Beach	Paddle Skiing	Evan Ridge	M	0	N	Injury	Unknown	White shark	4 m	The Citizen	Ridge
1999-01-07	Boating	NEW ZEALAND	North Island	Papamoa, near Tauranga, Bay of Plenty	Inflatable boat	nan		0	N	No injury	Unknown	Unknown	Unknown	The Dominion, 1/8/1999, p.3I	NZinflatable
	Invalid	AUSTRALIA	Northern Territory	Gulf of Carpenteria	Fishing	Donna Turcotte	F	37		Fatal	Cut foot	Unknown	Unknown	Sunday Mail, 3/1/1999	RTurcotte
1999-01-03	Unprovoked	REUNION	Saint-Leu	Pointe au Sel	Spearfishing	nan		0	Y	Fatal	Unknown	Bull shark	Unknown	G. Van Grevelynghe	ReunionIsland
	Unprovoked	SOUTH AFRICA	Western Cape Province	Hospital Rock, Dyers Island	Spearfishing	Healy Lootz	M	30	N	Injury	Unknown	White shark	4.	V. Van der Merwe	bLootz
	Invalid	USA	Virginia	Sandridge Beach, Virginia Beach, Princess Anne County	Body surfing		M	0		Fatal	Unknown	Unknown	Unknown		aNVSandridgeBeach
1998-12-24	Provoked	USA	Florida	Ormond Beach, Volusia County	Surfing	Andy Thompson	M	19	N	Injury	Left foot	Unknown	Unknown	S. Petersohn, GSAF; Daytona Beach News Journal, 1/1/1999, p.6C; 9	AndyThompson
1998-12-22	Unprovoked	AUSTRALIA	South Australia	Middleton Beach	Standing	Megan O'Leary	F	21	N	Injury	left leg	Unknown	Unknown	The Advertiser, 12/23/1998, p.3; Daily Telegraph, 12/23/1998, p.17	OLeary
	Unprovoked	SOUTH AFRICA	Eastern Cape Province	King's Beach, Port Elizabeth	Surfing	Greg Harrison	M	18	N	Injury	Unknown	white shark	Unknown	G. Cliff, NSB; Sunday Times, 12/20/1998 	RHarrison
1998-12-18	Unprovoked	SOUTH AFRICA	Eastern Cape Province	Kei River Mouth	Splashing	Douw van der Merwe	M	14	N	Injury	Right leg	Unknown	Unknown	Sunday Times, 12/20/1998	vanderMerwe
1998-12-15	Unprovoked	AUSTRALIA	South Australia	Middleton Beach	Surfing	nan	F	21	N	Injury	Unknown	Unknown	Unknown	Animal Attack Files, 12/19/1998	femalesurfer
1998-11-21	Unprovoked	USA	Florida	Ocean Beach, Jaycee Park, Vero Beach, Indian River County	Swimming	James Willie Tellasmon	M	9	Y	Fatal	Unknown	Tiger shark	Unknown	E. Ritter. GSAF	Tellasmon
1998-11-14	Unprovoked	USA	Florida	New Smyrna Beach, Volusia County	Surfing	Larry Foor	M	14	N	Injury	Right foot	Unknown	1.	S. Petersohn, GSAF; D. Catron, Orlando Sentinel, 11/19/1998, p.D1; Daytona Beach News Journal, 11/15/1998, p.4C	LarryFoor
1998-11-11	Unprovoked	USA	Florida	South Beach Park, Indian River County	Walking		M	13	N	Injury	Unknown	small shark	Unknown	press report	NVIndianRiverCounty
1998-11-05	Unprovoked	USA	Oregon	Winchester Bay	Surfing	Dale Inskeep	M	32	N	No injury	Unknown	White shark	5 m	R. Collier, pp.165-166	InskeepCollier
	Provoked	JAPAN	Southern Japan	460 miles off Iwakuni	Fishing for tuna	Tadashi Kodama	M	52	N	Injury	Unknown	Unknown	6'	Deseret News, 11/3/1998, p.A7	bKodama
	Unprovoked	BRAZIL	Pernambuco	 Boa Viagem Beach, Recife	Surfing	Claudio Roberto Florencio de Freitas	M	22	Y	Fatal	Unknown	white shark	Unknown	O. Gadig & A. Xureb	adeFrietas
1998-10-24	Unprovoked	USA	Florida	Jupiter Beach, Palm Beach County	Swimming	Jessica Stephens	F	17	N	Injury	Unknown	Unknown	Unknown	Sun Sentinel. Fort Lauderdale, 10/25/1998, p.3B	Stephens
1998-10-18	Unprovoked	SOUTH AFRICA	Eastern Cape Province	Glengariff	Surfing	Liam Victor	M	30	N	No injury	Unknown	Unknown	Unknown	East London Daily Dispatch, 10/20/1998	Victor
1998-10-10	Unprovoked	USA	Florida	Sebastian Inlet, Indian River County	Surfing	Jarod Ruszkowski 	M	0	N	Injury	hand	Unknown	Unknown	Sarasota Herald-Tribune, 10/13/1998 	Ruszkowski
1998-10-04	Unprovoked	BRAZIL	Pernambuco	Boa Viagem Beach, Recife	Surfing	Júlio César de Barros Correia	M	17	N	Injury	Right leg	Unknown	Unknown	Folha de S.Paul, 6/10/1998	JulioCesarDeBarrosCorreia
	Unprovoked	REUNION	Saint-Benoît		Diving	nan		0	N	Injury	Unknown	Unknown	Unknown	G. Van Grevelynghe	bReunion
	Unprovoked	USA	Florida	New Smyrna Beach, Volusia County		Mike Duncan	M	28	N	Injury	left foot	Unknown	Unknown	S. Petersohn	aDuncan
1998-09-27	Unprovoked	USA	Florida	The Rocks, Hutchinson Island, Martin County	Surfing	Kai Haire	M	6	N	Injury	Unknown	Unknown	Unknown	The Stuart (FL) News, 9/29/1998	KaiHaire
1998-09-22	Unprovoked	USA	Florida	New Smyrna Beach, Volusia County	Surfing	Jade Blackstock	M	18	N	Injury	Unknown	Unknown	Unknown	S. Petersohn, GSAF	Blackstock
	Unprovoked	SOUTH AFRICA	Eastern Cape Province	Kowie River	Fishing / washing bait off hands	Grant Rielly	M	0	N	Injury	right foot	Unknown	Unknown	Daily Dispatch, 9/16/1998	RRielly
1998-09-14	Unprovoked	USA	Florida	Stuart Beach, Martin County	Surfing	Danny Hoopes	M	28	N	Injury	Right foot	Unknown	1.	P. Sheth, Fort Pierce Tribune, 9/15/1998	DannyHoopes
	Provoked	SENEGAL	Cap Vert Peninsula	Yoff Island	Spearfishing	A.D	M	25	N	Injury	Unknown	m shark	1.	S. Trape	Senegal
1998-08-30	Unprovoked	USA	Florida	Ponce Inlet, Volusia County	Surfing	J. Howington	M	26	N	Injury	Unknown	Unknown	3'	S. Petersohn, GSAF	Howington
1998-08-27	Invalid	ITALY	Marches region	12 miles off Senigallia (Adriatic Sea)	Fishing	30' cabin cruiser owned by Stefano Catalani		0		No injury	Unknown	Unknown	Unknown	MEDSAF	Catalani
1998-08-26	Unprovoked	USA	California	Stinson Beach, Marin County	Boogie boarding	Jonathan Kathrein	M	16	N	Injury	Unknown	White shark	5 m	R. Collier, pp.163-164      	KathreinCollier
	Unprovoked	USA	Virginia	Virginia Beach	Spearfishing		M	0	N	Lacerations	hand	Dusky shark	12'	Dan	RVirginiaBeach
1998-08-15	Unprovoked	BAHAMAS	Berry Islands	Ambergris Cay	Spearfishing	Kevin Paffrath	M	28	N	Injury	Unknown	reef shark	1.	E. Ritter, GSAF	Paffrath
1998-08-13	Unprovoked	USA	Florida	Ponce Inlet, Volusia County	Body-boarding	Robert Parcus	M	11	N	Injury	Unknown	Unknown	Unknown	A. Buttigieg, GSAF	Parcus
1998-08-12	Provoked	SOUTH AFRICA	Transvaal	National Zoological Gardens Aquarium, Pretoria	Moving a shark in a net 	Kobus Goosen	M	0	N	Lacerations	Unknown	Sandtiger shark	2 m	Daily Dispatch, 8/13/1998	Goosen
	Unprovoked	SOUTH AFRICA	Western Cape Province	Buffalo Bay, near Knysna	Surfing (or body boarding)	Ross Taylor	M	19	N	Injury	Unknown	White shark	4 m	Daily Record (Glasgow, Scotland), 8/3/1998	bRossTaylor
	Unprovoked	SOUTH AFRICA	Western Cape Province	Pringle Bay	Spearfishing	Christian Lombard	M	24	N	Injury	Unknown	White shark	4.	Daily Record (Glasgow, Scotland), 8/3/1998	aLombard
1998-07-26	Unprovoked	BRAZIL	Pernambuco	Boa Viagem, Recife	Surfing	Rodrigo Rocha Menezes	M	0	N	Lacerations	left foot	Unknown	Unknown	JCOnline	Menezes
1998-07-25	Unprovoked	USA	Florida	New Smyrna Beach, Volusia County	Surfing	Michael Rinto	M	13	N	Injury	Unknown	Unknown	Unknown	S. Petersohn, GSAF; Orlando Sentinel, 7/24/1998 & 7/27/1998 	Rinto
	Unprovoked	SOUTH AFRICA	Western Cape Province	Plettenberg Bay	Wading	Clark Thomas (father / rescuer)	M	47	N	Injury	Right leg	Raggedtooth shark	1.	A. Gifford, GSAF	bClarkThomas
1998-07-11	Unprovoked	SOUTH AFRICA	Eastern Cape Province	St. Francis Bay	Surfing	Darren James	M	16	N	Injury	Unknown	Unknown	5'	East London Daily Dispatch, 7/13/1998	DarrenJames
	Unprovoked	SOUTH AFRICA	Western Cape Province	Plettenberg Bay	Surfing	Mark Thomas	M	10	N	Injury	Right leg	Raggedtooth shark	1.	A. Gifford, GSAF	aMarkThomas
	Unprovoked	AUSTRALIA	South Australia	South Neptune Island	Free diving for abalone	Doug Chesser	M	26	Y	Fatal	left thigh	white shark	5.	R.W. Byard	Chesser
1998-06-22	Unprovoked	SOUTH AFRICA	Eastern Cape Province	Gonubie, 13 km northeast of East London	Body Boarding	Anton deVos	M	20	Y	Fatal	hands	White shark	Unknown	A. Gifford, GSAF	deVos
1998-06-08	Unprovoked	USA	Florida	Daytona Beach, Volusia County	Surfing	Brian Catarra	M	18	N	Injury	Unknown	Unknown	Unknown	S. Petersohn, GSAF	Catarra
1998-06-05	Unprovoked	SOUTH AFRICA	Eastern Cape Province	Jeffrey's Bay	Surfing	Danny Bravier	M	0	N	Injury	Unknown	Unknown	Unknown	A. Gifford, GSAF	Bravier
1998-05-30	Unprovoked	SOUTH AFRICA	Eastern Cape Province	Pollock Beach	Surfing	Jamie  Harrington	M	17	N	Injury	Unknown	Unknown	Unknown	A. Gifford, GSAF	Harrington
	Unprovoked	SOUTH AFRICA	Eastern Cape Province	Sardinia Bay near Port Elizabeth	Body boarding	Marc Jucker	M	15	N	Injury	Unknown	white shark	3 m	A. Gifford, GSAF	bJucker
	Unprovoked	SOUTH AFRICA	Eastern Cape Province	Jeffreys Bay	Body boarding	Jan-Henrick Opperman	M	16	N	Injury	Unknown	Unknown	Unknown	A. Gifford, GSAF	aOpperman
1998-05-25	Unprovoked	USA	Florida	New Smyrna Beach, Volusia County	Surfing	Jack Mounteer	M	40	N	Injury	right foot	Lemon shark	1.	S. Petersohn, GSAF; Orlando Sentinel, 5/26/1998, p.C.3; Daytona Beach News Journal, 5/26/1998, p.2D	Mounteer
	Unprovoked	USA	Florida	Pecks Lake, Martin County	Swimming	Janelle Dickinson	F	14	N	Injury	Unknown	Unknown	1.	The Stuart (FL) News, 5/17/1998	cDickinson
	Unprovoked	USA	Florida	Walden Rocks, St. Lucie County	Swimming / surfing	Roger Moore	M	24	N	Injury	Unknown	Unknown	Unknown	The Stuart (FL) News, 5/17/1998	bMoore
	Unprovoked	SOUTH AFRICA	Western Cape Province	Keurbooms	Body boarding	Neal Stephenson	M	22	N	Injury	Lower leg	white shark	4 m	A. Gifford, GSAF	aStephenson
1998-04-26	Unprovoked	MOZAMBIQUE	Gaza	Bilene Bay, 180 km north of Maputo	Towing rubber dinghy	Wilma van Molendorff	F	35	Y	Fatal	Unknown	Unknown	3 m	A. Gifford, GSAF	VonMollendorf
1998-04-21	Unprovoked	USA	Oregon	Gleneden Beach	Surfing (lying prone on his board)	John Forse	M	50	N	Injury	Right thigh	white shark	5 m	R. Collier, pp.161-163	ForseCollier
1998-04-17	Provoked	USA	Florida	Marathon, Monroe County	Scuba diving	Kevin Morrison	M	16	N	Injury	Unknown	Nurse shark	0.	CNN; Orlando Sentinel, 4/18/1998, p.D7;   Tallahassee Democrat, 4/19/1998	Morrison
1998-04-01	Unprovoked	BRAZIL	Pernambuco	Boa Viagem, Recife	Swimming 	Unidentified	M	0	Y	Fatal	Unknown	Unknown	Unknown	JC, 4/2/1998	BoaViagem
1998-03-31	Unprovoked	USA	Florida	Jensen Beach Park, Martin County	Swimming		M	40	N	Injury	Unknown	Unknown	Unknown	The Stuart (FL) News, 4/1/1998	JensenBeach
1998-03-15	Unprovoked	SOUTH AFRICA	Western Cape Province	Saldanha Bay	Snorkeling  hunting crayfish and abalone	Kevin Dewey	M	33	N	Injury	Lower leg	white shark	3 m	C. Maxwell	Dewey
	Unprovoked	USA	Florida	Loggerhead Park, Juno Beach, Palm Beach County	Swimming or paddle boarding	Rick Welch	M	32	N	Injury	Unknown	spinner shark	5'	Jupiter Courier, 3/11/1998	Welch
1998-02-23	Unprovoked	USA	Florida	Jensen Beach, Martin County	Swimming	Gordon Wilson	M	0	N	Injury	Unknown	Spinner shark	Unknown	Palm Beach Post, 2/24/1998	Wilson
	Invalid	AUSTRALIA	New South Wales	Whale Beach	Spearfishing		M	31		Fatal	Unknown	Unknown	Unknown	Daily Telegraph, 1/28/1998.p.2	Rspearfisherman
	Unprovoked	NEW CALEDONIA	South Province	l'Anse-Vata	Windsurfing	Frederic Marechal	M	0	N	No injury	Unknown	m shark	1.	W. Leander, Les Nouvelles Caledoniennes, 1/301998	aFredericMarechal
	Unprovoked	REUNION	Grand'Anse		Bathing	Philippe Blu	M	0	Y	Fatal	Unknown	Unknown	Unknown	G. Van Grevelynghe	bBlu
	Unprovoked	SOUTH AFRICA	Eastern Cape Province	East London	Surfing	Glenn Vosloo	M	21	N	Injury	Unknown	Unknown	Unknown	A. Gifford, GSAF	aVosloo
1998-01-17	Unprovoked	AUSTRALIA	South Australia	Middleton Beach	Surfing	Greg Anderson	M	0	N	Injury	right foot	Unknown	Unknown	Sunday Mail (QLD), 1/18/1998, p.22; Hobart Mercury, 1/19/1998, p.41	GregAnderson
1998-01-14	Unprovoked	MOZAMBIQUE	Maputo Province	Ponta do Ouro	Surfing	Roberto Zornada	M	23	N	Injury	Unknown	dusky shark	Unknown	A. Gifford, GSAF 	Zornada
	Unprovoked	SOUTH AFRICA	Eastern Cape Province	Hole-in-the Wall	Surfing	M	M	28	Y	Fatal	Unknown	Unknown	Unknown	BL Meel / B. Myatt	cTranskei
	Unprovoked	REUNION	Beaufonds		Diving	nan		0	Y	Fatal	Unknown	Unknown	Unknown	G. Van Grevelynghe	bReunion
	Unprovoked	USA	Virginia	Wreck of the Navy Barge, 22 miles SE of Rudee 	Spearfishing on scuba & transferring fish onto a stringer		M	0	N	Injury	hand	sandtiger shark	Unknown	J. Musick,	aVirginiaBargeSpearfisherman
	Unprovoked	SOUTH AFRICA	Western Cape Province	Pringle Bay, 44 miles southeast of Cape Town	Spearfishing	Ian James Hill	M	39	Y	Fatal	Unknown	White shark	Unknown	A. Gifford, GSAF	bHill
	Unprovoked	SOUTH AFRICA	Eastern Cape Province	St. Francis Bay	Sitting on surfboard	Stuart Buchanan	M	0	N	Injury	Unknown	Unknown	Unknown	A. Gifford, GSAF	aBuchanan
	Invalid	USA	Florida	Fort Lauderdale, Broward County		Gerd Olofsson	F	29		Fatal	Unknown	Unknown	Unknown	Miami Herald, 12/27/1997	bOlofsson
	Unprovoked	USA	Florida	Hollywood Beach, Broward County	Swimming	Samuel Lussier	M	8	N	Injury	Left leg	Unknown	Unknown	Orlando Sentinel, 12/27/1997, p.D.3; Globe Newspaper Company	aLussier
1997-11-09	Unprovoked	AUSTRALIA	Western Australia	Albany	Scuba diving (submerged riding a scooter)	Kevin Hulkes	M	42	N	Injury	Unknown	White shark	Unknown	Daily Telegraph, 11/12/1997, p.5	Hulkes
	Unprovoked	USA	Florida		Swimming	James Ogilvy, 31st in line for the British Throne	M	32	N	Injury	Unknown	Unknown	Unknown	The Mirror (London), 11/5/1997	ROgilvy
1997-11-05	Invalid	AUSTRALIA	New South Wales	Botany Bay?	Unknown	Luke McIntyre	M	21		Fatal	Unknown	Unknown	Unknown	Courier-Mail, 12/7/1998, p.3	aMcIntyre
	Unprovoked	AUSTRALIA	Western Australia	Cottesloe Beach, Perth	Surf-skiing	Brian Sierakowski & Barney Hanrahan	M	51	N	Injury	Unknown	white shark	5.	Reuters Limited, et al	bSierakowski
	Unprovoked	USA	Hawaii	Waiokapua Bay/Majors Bay, Brennecke Beach, Poipu, Kaua'i Island	Body boarding or surfing	Mike Coots	M	19	N	Injury	Both leg	Tiger shark	4 m	Yahoo News Canada, 8/16/2012	aCoots
1997-10-24	Unprovoked	USA	Florida	North Jetty, Fort Pierce Inlet State Park, St. Lucie County	Surfing	Luis Morales	M	23	N	Injury	Unknown	blacktip shark	Unknown	Fort Pierce News,  10/25/1997 & 10/31/1997	Morales
1997-10-21	Unprovoked	USA	Florida	North Jetty, Fort Pierce Inlet State Park, St. Lucie County	Surfing	Jacob McBee	M	12	N	Injury	Left foot	Unknown	1.	Fort Pierce News,  10/24/1997, p.A2	McBee
	Boat	SOUTH AFRICA	Eastern Cape Province	Off Port Alfred	Fishingat	Andre Marais & Tony Jensen		0	N	No injury	Unknown	Soupfin shark	Unknown	Daily Dispatch, 10/11/1997	RJensenMarais
1997-10-04	Unprovoked	USA	Florida	Daytona Beach, Volusia County	Swimming	Tara Stalnaker	F	14	N	Injury	right thigh	Unknown	Unknown	S. Petersohn, GSAF; Orlando Sentinel, 10/5/1997, p.B.3; J. Bozzo; Daytona Beach News Journal, 10/6/1997, p.3D 	bStalnaker
1997-09-16	Unprovoked	BRAZIL	Pernambuco	Boa Viagem, Recife	Swimming	Pedro Fernandes da Silva	M	20	Y	Fatal	Unknown	Unknown	Unknown	JCOnline	PedroFernandesDaSilva
1997-09-09	Unprovoked	USA	Florida	Volusia County  	Surfing	G.D.	M	12	N	Injury	right foot	Unknown	Unknown	S. Petersohn, GSAF	Dietlin
1997-09-08	Unprovoked	USA	Florida	New Smyrna Beach, Volusia County	Surfing			17	N	Injury	Unknown	blacktip shark	Unknown	Daytona News-Journal, 9/9/1997	NSB
1997-09-06	Unprovoked	USA	Florida	New Smyrna Beach, Volusia County	Surfing	Robert Lange	M	20	N	Lacerations	left leg	Unknown	Unknown	S. Petersohn, GSAF	Lange
1997-08-30	Unprovoked	USA	Florida	New Smyrna Beach, Volusia County	Surfing	Chris Hoyas	M	18	N	Lacerations	Unknown	Unknown	Unknown	S. Petersohn, GSAF	Hoyas
1997-08-27	Unprovoked	USA	Florida	New Smyrna Beach, Volusia County	Walking / surfing	Anthony Aleno	M	22	N	Injury	Unknown	Unknown	Unknown	S. Petersohn, GSAF	Aleno
1997-08-24	Unprovoked	USA	California	Clam Beach, near Eureka, Humboldt County	Surfing (sitting on his board)	Scott Yerby	M	29	N	Injury	Leg   hand	white shark	5 m	R. Collier, pp.159-160	YerbyCollier
	Invalid	MEXICO	Quintana Roo	Santa Rosa, Cozumel	SCUBA diving	Mike Jonatis	M	28		Fatal	Unknown	Unknown	Unknown	Charlotte Observer, 8/22/2997, p.7C & 8C; York Observer, 8/22/1997, p.2Y; UWSports	bJoniatis
	Unprovoked	MEXICO	Quintana Roo	Santa Rosa, Cozumel	SCUBA diving	Mac Lupold	M	33	Y	Fatal	Unknown	Tiger shark	5.	Charlotte Observer, 8/22/2997, p.7C & 8C; York Observer, 8/22/1997, p.2Y; UWSports	aLupold
	Unprovoked	USA	Florida	New Smyrna Beach, Volusia County	Floating on raft	L.B.	F	12	N	Injury	lower leg	Unknown	Unknown	S. Petersohn, GSAF	cNVLB
	Unprovoked	EGYPT	Red Sea	Safaga	Fishing	Nagah Attalah Al Sayed 	M	17	N	Injury	Unknown	Unknown	Unknown	Middle East Times, 8/15/1997	bElSayed
	Unprovoked	EGYPT	Red Sea	Safaga	Fishing	Ayman Abul Hassan	M	16	Y	Fatal	Unknown	whitetip shark	Unknown	Middle East Times, 8/15/1997	aHassan
1997-08-10	Unprovoked	USA	Florida	New Smyrna Beach, Volusia County	Boogie boarding	N. F.	M	17	N	Lacerations	Unknown	Unknown	Unknown	S. Petersohn, GSAF	NVNF
1997-08-09	Unprovoked	USA	Florida	New Smyrna Beach, Volusia County	Surfing		M	0	N	Lacerations	right foot	Unknown	Unknown	S. Petersohn, GSAF	NVNewSmyrnaBeach
1997-08-05	Unprovoked	USA	Texas	East Beach, Galveston	Wading	fe	F	10	N	Injury	Unknown	m shark	1 m	Austin American Statesman, 8/7/1997, p.C8	Galveston
1997-08-04	Unprovoked	USA	Florida	Carysfort Lighthouse, Key Largo, Monroe County	Wade-fishing	Pete Swenson	M	0	N	Injury	Unknown	Unknown	1.	Miami Herald, 8/29/1997	Swenson
	Unprovoked	USA	Florida	New Smyrna Beach, Volusia County	Body surfing	Rodigo Cesar	M	17	N	Injury	left foot	juvenile shark	Unknown	S. Petersohn, GSAF; D. Catron, Orlando Sentinel, 8/3/1997, B3	bCesar
