Year,Country,Area,Location,Activity,Sex ,original order,hurt
1965,USA,California,"Dana Point, San Clemente, Orange County",Surfing,M,2660.0,Injury
1964,SOUTH AFRICA,Eastern Cape Province,Port Alfred,Swimming,M,2654.0,Injury
1964,AUSTRALIA,New South Wales,Port Jervis,Fishing,0,2652.0,Injury
1964,TAIWAN,Northern Taiwan,"Tamsui Beach, Taipai",Swimming,M,2641.0,Fatal
1964,TAIWAN,Northern Taiwan,Tamsui Beach,Swimming,M,2640.0,Injury
1964,USA,Florida,"Hollywood Beach, Broward County",Swimming,M,2639.0,Injury
1964,USA,Florida,"Panama City, Bay County",Swimming,M,2636.0,Injury
1964,JAPAN,Okayama Prefecture,Saidaiji,Swimming,M,2634.0,Injury
1964,USA,California,"Long Beach, Los Angeles County",Fishing,0,2623.0,Injury
1964,PAPUA NEW GUINEA,New Britain,Near Rabaul,Fishing,M,2622.0,Injury
1964,SOUTH AFRICA,KwaZulu-Natal,Port Edward,Swimming,M,2620.0,Injury
1964,PAPUA NEW GUINEA,Madang Province,Inshore side of reef near Madang,Fishing,M,2616.0,Fatal
1964,AUSTRALIA,South Australia,Surfers Paradise Beach near Victor Harbour,Surfing,M,2615.0,Injury
1964,FIJI,0,Savuli Reef,Fishing,0,2611.0,Injury
1964,NEW ZEALAND,South Island,"St. Clair Beach, Dunedin",Swimming,M,2604.0,Fatal
1964,AUSTRALIA,Queensland,Brisbane,Swimming,M,2603.0,Injury
1964,COSTA RICA,Puntarenas Province,Puntarenas,Swimming,M,2600.0,Fatal
1964,PAPUA NEW GUINEA,New Britain,0,Fishing,M,2593.0,Fatal
1964,FIJI,"Lomaloma, Lau",Tuvuca Isalnd,Swimming,F,2592.0,Injury
1963,SOUTH AFRICA,Eastern Cape Province,Gonubie River Mouth,Swimming,M,2585.0,Fatal
1963,AUSTRALIA,New South Wales,"Woolgoolga, Coffs Harbour",Fishing,M,2582.0,Injury
1963,FIJI, Lau Province,"Dravuwalu, Totoya Island",Fishing,F,2575.0,Injury
1963,PALAU,Western Caroline Islands,Koror,Fishing,M,2569.0,Injury
1963,AUSTRALIA,New South Wales,Wanda Beach,Surfing,M,2563.0,Injury
1963,GREECE,Thessaly,near Trikerion Island,Swimming,F,2555.0,Fatal
1963,PAPUA NEW GUINEA,Central Province,Near Fisherman's Island,Fishing,M,2554.0,Injury
1963,USA,California,San Mateo County,Swimming,M,2553.0,Injury
1963,AUSTRALIA,New South Wales,Clarence Head,Fishing,M,2551.0,Injury
1963,USA,US Virgin Islands,"St. Thomas, Magens Bay",Swimming,M,2550.0,Fatal
1963,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,Swimming,M,2549.0,Injury
1963,PAPUA NEW GUINEA,New Ireland Province,Namatanai,Swimming,M,2544.0,Injury
1963,AUSTRALIA,New South Wales,Evans Head,Swimming,M,2537.0,Injury
1963,NEW ZEALAND,North Island,"Petone Beach, Wellington",Fishing,0,2535.0,Injury
1963,SOUTH AFRICA,Eastern Cape Province,Humewood,Fishing,M,2534.0,Injury
1962,SOUTH AFRICA,Western Cape Province,Swartklip,Fishing,0,2525.0,Injury
1962,AUSTRALIA,New South Wales,Off Kisma,Fishing,0,2521.0,Injury
1962,MEXICO,Veracruz,"Villa del Mar Beach, Veracruz",Swimming,M,2512.0,Injury
1962,ISRAEL,Sharon,2 km north of Apollonia,Fishing,M,2509.0,Injury
1962,PAPUA NEW GUINEA,Northern District,Kufulu Point,Fishing,M,2507.0,Injury
1962,SOUTH AFRICA,Western Cape Province,Robbesteen,Fishing,0,2504.0,Injury
1962,AUSTRALIA,Western Australia,Emu Point,Fishing,0,2484.0,Injury
1962,FIJI,Viti Levu,Near Suva,Fishing,0,2479.0,Injury
1962,AUSTRALIA,Queensland,Nobbys Beach,Fishing,0,2478.0,Injury
1962,MOZAMBIQUE,Gaza,Xai Xai,Swimming,M,2477.0,Injury
1962,SOUTH AFRICA,Eastern Cape Province,East London,Fishing,0,2475.0,Injury
1962,PAPUA NEW GUINEA,Madang,Matukar village ,Swimming,M,2472.0,Fatal
1962,NEW ZEALAND,Southland,Long Beach,Swimming,M,2470.0,Injury
1962,SOUTH AFRICA,KwaZulu-Natal,Winkelspruit,Swimming,M,2468.0,Fatal
1962,AUSTRALIA,Queensland,Greenmount Beach,Swimming,M,2466.0,Injury
1962,NEW ZEALAND,North Island,South of New Plymouth,Fishing,0,2465.0,Fatal
1962,NEW ZEALAND,South Island,"Pigeon Bay, Canterbury",Fishing,0,2459.0,Injury
1962,AUSTRALIA,New South Wales,"Lennox Head, Ballina",Surfing,M,2455.0,Injury
1962,AUSTRALIA,South Australia,Marino,Fishing,0,2454.0,Injury
1962,AUSTRALIA,New South Wales,Lake Illawarra,Swimming,M,2450.0,Injury
1962,AUSTRALIA,New South Wales,Sydney,Surfing,0,2448.0,Injury
1962,SOUTH AFRICA,Western Cape Province,6 km off Groot Brak River,Fishing,0,2447.0,Injury
1962,AUSTRALIA,New South Wales,"Seaspray, near Sale",Fishing,0,2446.0,Injury
1961,USA,Florida,"Ocean Ridge, Boca Raton, Palm Beach County",Swimming,M,2431.0,Injury
1961,CROATIA,Primorje-Gorski Kotar County ,"Opatija, northwestern coast of Rijeka Bay",Swimming,M,2427.0,Fatal
1961,TANZANIA,0,Near entrance to Dar-es-Salaam Harbour,Fishing,M,2426.0,Injury
1961,ITALY,Venice Province, Chioggia,Fishing,M,2423.0,Injury
1961,USA,California,"Portuguese Beach at mouth of Salmon Creek, Sonoma County",Swimming,M,2421.0,Injury
1961,TURKEY,Anatolia,"?nciralti Beach, ?zmir ",Swimming,M,2415.0,Injury
1961,MOZAMBIQUE,Gaza,"Sepulveda Beach, Xai Xai",Swimming,M,2400.0,Injury
1961,AUSTRALIA,Victoria,Lady Beach at Warrnambool,Swimming,M,2390.0,Injury
1961,SOUTH AFRICA,KwaZulu-Natal,St. Lucia,Fishing,M,2386.0,Injury
1961,SOUTH AFRICA,Eastern Cape Province,Nahoon,Swimming,M,2380.0,Fatal
1961,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,Swimming,M,2376.0,Injury
1961,AUSTRALIA,Northern Territory,"Stokes Hill Wharf, Darwin",Fishing,M,2372.0,Injury
1961,MOZAMBIQUE,Limpopo River,190 km to 240 km from the sea,Swimming,M,2371.0,Injury
1960,SOUTH AFRICA,KwaZulu-Natal,Margate,Swimming,M,2360.0,Fatal
1960,AUSTRALIA,Queensland,"Colledge's Crossing, Brisbane River",Fishing,M,2358.0,Injury
1960,AUSTRALIA,Queensland,"Blacks Beach, 9 miles north of Mackay",Swimming,M,2357.0,Injury
1960,PAPUA NEW GUINEA,Central Province,Abau Subdistrict,Fishing,M,2351.0,Fatal
1960,AUSTRALIA,New South Wales,North Head,Fishing,M,2348.0,Injury
1960,SOUTH AFRICA,Western Cape Province,False Bay,Fishing,0,2344.0,Injury
1960,PAPUA NEW GUINEA,Madang,"Bimat, Bogia",Fishing,M,2322.0,Injury
1960,NORTH SEA,"Unknown, treated at Wick, SCOTLAND","On board  East German fishing trawler, I Mai",Fishing,M,2319.0,Injury
1960,USA,Georgia,"North picnic area, Jekyll Island, Glynn County",Swimming,M,2315.0,Injury
1960,SOUTH AFRICA,Eastern Cape Province,Port Alfred,Fishing,M,2306.0,Injury
1960,AUSTRALIA,New South Wales,"Horseshoe Bay, near Kempsey",Surfing,M,2304.0,Injury
1960,SOUTH AFRICA,Western Cape Province,Saldanha Bay,Fishing,0,2297.0,Injury
1960,SENEGAL,Casamance,Ziguinchor,Fishing,M,2291.0,Injury
1960,PAPUA NEW GUINEA,West New Britain Province,"West Nakanai,  Talasea",Fishing,M,2272.0,Injury
1960,MOZAMBIQUE,Gaza,Xai Xai,Swimming,F,2271.0,Fatal
1959,AUSTRALIA,New South Wales,"Leichardt, Sydney",Fishing,0,2268.0,Injury
1959,PAPUA NEW GUINEA,New Britain,"Rapindik Beach, Rabaul",Fishing,M,2252.0,Injury
1959,MOZAMBIQUE,Maputo Province,"Xefina Island, Bay of Maputo",Swimming,M,2251.0,Fatal
1959,AZORES,0,Sao Miguel,Fishing,0,2238.0,Injury
1959,AUSTRALIA,Tasmania,0,Swimming,M,2237.0,Injury
1959,USA,South Carolina,Charleston,Fishing,M,2232.0,Injury
1959,CROATIA,Istria,Pula,Fishing,M,2229.0,Injury
1959,JAPAN,Wakayama Prefecture,"Isonoura Beach, Wakayama City ",Swimming,M,2228.0,Fatal
1959,USA,California,"Off La Jolla Cove, San Diego County",Fishing,0,2220.0,Injury
1959,USA,Hawaii,"Hilo, off Kaua'i",Fishing,M,2203.0,Injury
1959,SOUTH AFRICA,Eastern Cape Province,Port Elizabeth ,Fishing,M,2202.0,Injury
1959,USA,Florida,"Vaca Cut Channel & bridge under Marathon, Monroe County",Swimming,M,2200.0,Injury
1959,PAPUA NEW GUINEA, Kikori River mouth,"Ururumba, mouth of Kikori River 7.45S, 144.40E",Fishing,M,2195.0,Injury
1959,SOUTH AFRICA,Western Cape Province,Melkbaai,Swimming,M,2187.0,Injury
1959,SOUTH KOREA,South Chungcheong Province,"36º17'N,  126º31'E",Swimming,M,2183.0,Fatal
1959,PAPUA NEW GUINEA,West New Britain Province,"Kalapiai, Kombe",Fishing,M,2179.0,Injury
1959,PAPUA NEW GUINEA,Morobe Province,0,Fishing,M,2177.0,Injury
1958,TURKEY,Ahirkapi coast,Constantinople,Fishing,0,2176.0,Injury
1958,SOUTH AFRICA,Western Cape Province,"Melkbaai, False Bay",Swimming,M,2174.0,Fatal
1958,AUSTRALIA,Queensland,Surfer's Paradise,Swimming,M,2171.0,Fatal
1958,SOUTH AFRICA,Western Cape Province,False Bay,Fishing,M,2170.0,Injury
1958,USA,California,"Pacific Beach, San Diego County",Fishing,0,2168.0,Injury
1958,BAHAMAS,Cat Cay,off yacht Serenade,Fishing,M,2162.0,Injury
1958,CROATIA,Primorje-Gorski Kotar County,Mo?eni?ka Draga,Swimming,F,2159.0,Injury
1958,MEXICO,Guerrero,"Caleta Beach, Acapulco",Swimming,F,2158.0,Fatal
1958,KENYA,Coast Province,Port Kilindeni / Mombasa Harbor,Swimming,M,2154.0,Fatal
1958,PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago","Maritzoan, east coast of Namatanai",Swimming,M,2150.0,Fatal
1958,AUSTRALIA,Queensland,Green Island,Swimming,F,2144.0,Injury
1958,SOUTH AFRICA,KwaZulu-Natal,Scotburgh,Swimming,M,2132.0,Fatal
1957,AUSTRALIA,New South Wales,Off Scotts,Fishing,0,2115.0,Injury
1957,USA,North Carolina,"Salter Path, Atlantic Beach, Carteret County",Swimming,M,2109.0,Fatal
1957,SOLOMON ISLANDS,0,0,Fishing,M,2105.0,Injury
1957,USA,California,"Atascadero Beach, Morro Bay, San Luis Obispo County",Swimming,M,2103.0,Fatal
1957,AUSTRALIA,New South Wales,"Merewether Beach, Newcastle",Surfing,M,2102.0,Injury
1957,SRI LANKA,Western Province,Colombo Harbor,Fishing,M,2092.0,Fatal
1957,CUBA,Havana Province,Cojimar,Fishing,0,2089.0,Injury
1957,FIJI,Kadavu,Great Astrolabe Reef,Fishing,M,2086.0,Injury
1957,PAPUA NEW GUINEA,"Abau Subdistrict,Central Province",Mailu area  ,Fishing,M,2084.0,Fatal
1956,GABON,Estuaire Province,Owendo,Swimming,M,2079.0,Fatal
1956,NEW ZEALAND,North Island,North Auckland,Fishing,M,2078.0,Injury
1956,PAPUA NEW GUINEA,0,Port Moresby,Fishing,M,2074.0,Fatal
1956,MAYOTTE,Mozambique Channel,0,Fishing,M,2071.0,Fatal
1956,PAPUA NEW GUINEA,Central Province,"Paga Point, Port Moresby ",Fishing,M,2068.0,Injury
1956,MALTA,Congreve Channel,between Filfla Island and Wied iz-Zurrieq,Fishing,0,2061.0,Injury
1956,PAPUA NEW GUINEA,Central Province,Yule Island,Fishing,M,2060.0,Injury
1956,PAPUA NEW GUINEA,Central Province,"Fisherman's Island, near Port Moresby",Fishing,M,2059.0,Injury
1956,USA,California,"Van Ness Municipal Pier, San Francisco",Fishing,M,2057.0,Injury
1956,MALTA,St. Thomas Bay,Marsascala,Swimming,M,2056.0,Fatal
1956,USA,South Carolina,"Isle of Palms, Charleston County",Swimming,M,2054.0,Injury
1956,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,Fishing,0,2050.0,Injury
1956,AUSTRALIA,Victoria,Cowes,Swimming,M,2042.0,Injury
1956,COSTA RICA,0,San Juan River,Swimming,M,2040.0,Fatal
1956,USA,Virginia,"Virginia Beach, Princess Anne County",Swimming,F,2034.0,Injury
1955,PAPUA NEW GUINEA,Central Province,"Kalautu Village, Baibara at the mouth of Oibada River",Swimming,M,2028.0,Injury
1955,JAPAN,Izo Islands,"Mikura-jima Island, 150 miles south of Tokyo",Fishing,M,2020.0,Fatal
1955,USA,California,"Zuma Beach, Santa Monica, Los Angeles County",Surfing,M,2019.0,Injury
1955,CROATIA, Primorje-Gorski Kotar County,Opatija,Swimming,F,2018.0,Fatal
1955,AMERICAN SAMOA,Tutuila Island,Pago Pago Bay,Swimming,M,2017.0,Fatal
1955,USA,South Carolina,Windy Hill Beach,Fishing,M,2016.0,Injury
1955,AUSTRALIA,South Australia,Port Augusta,Fishing,0,2014.0,Injury
1955,MONTENEGRO,Adriatic Sea,Budva,Swimming,M,2011.0,Fatal
1955,YEMEN,Aden,Telegraph Bay,Swimming,F,2010.0,Fatal
1955,AUSTRALIA,New South Wales,"Sugarloaf Bay, Middle Harbor, Sydney",Swimming,M,1999.0,Fatal
1955,INDIA,Tamil Nadu,"Vanagiri, Madras (Chennai), Bay of Bengal",Fishing,M,1998.0,Injury
1955,CUBA,Havana Province,Cojimar,Fishing,M,1992.0,Injury
1955,USA,Illinois,Chicago (Lake Michigan),Swimming,M,1990.0,Injury
1954,AUSTRALIA,Victoria,Point Lonsdale,Swimming,M,1986.0,Fatal
1954,SOUTH AFRICA,KwaZulu-Natal,"Rocket Hut Beach, Durban",Swimming,M,1984.0,Injury
1954,USA,California,"La Jolla, San Diego County",Swimming,M,1978.0,Injury
1954,HONG KONG,0,Junk Bay,Swimming,M,1977.0,Fatal
1954,THE BALKANS,Slovenia,Between Punta Grossa & Koper,Swimming,M,1969.0,Fatal
1954,BERMUDA,South shore ,Elbow Beach,Swimming,M,1967.0,Injury
1954,GREECE,0,Kalamata,Swimming,M,1966.0,Fatal
1954,AUSTRALIA,New South Wales,"The Entrance, near Gosford",Swimming,M,1957.0,Fatal
1954,AUSTRALIA,New South Wales,Avoca Beach,Swimming,M,1956.0,Injury
1954,USA,Hawaii,Moloka'i,Fishing,M,1949.0,Injury
1954,PAPUA NEW GUINEA,West New Britain Province,"Volupai, Talasea",Swimming,M,1948.0,Injury
1953,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. Johns",Swimming,F,1945.0,Injury
1953,SOUTH AFRICA,Eastern Cape Province,Port Elizabeth,Swimming,M,1944.0,Injury
1953,USA,Texas,South Padre Island,Swimming,F,1924.0,Injury
1953,AUSTRALIA,South Australia,Largs Bay,Fishing,M,1914.0,Injury
1953,AUSTRALIA,Tasmania,Wynyard,Fishing,0,1913.0,Injury
1952,ITALY,Genoa  Province,Riva Trigoso,Fishing,M,1906.0,Injury
1952,USA,Hawaii,"Between Ala Moana Channel & Kewalo Basin, O'ahu",Swimming,M,1905.0,Fatal
1952,PAPUA NEW GUINEA,"Abau Sub District, Central Province",Lalaura Village,Fishing,M,1902.0,Injury
1952,ITALY,Teramo,Giulianova,Fishing,0,1900.0,Injury
1952,USA,South Carolina,Seabrook Beach,Fishing,M,1898.0,Injury
1952,USA,South Carolina,Seabrook Beach,Fishing,M,1897.0,Injury
1952,USA,California,"San Diego, San Diego County",Fishing,M,1895.0,Injury
1952,AUSTRALIA,New South Wales,Evans Head,Surfing,M,1886.0,Injury
1952,USA,Florida,Near Key West,Swimming,M,1881.0,Fatal
1951,MOZAMBIQUE,Bay of Maputu,Catembe ,Swimming,M,1880.0,Fatal
,MOZAMBIQUE,Sofala Province,Beira,Swimming,M,1878.0,Injury
1951,SOUTH AFRICA,KwaZulu-Natal,"South Beach, Durban",Swimming,M,1876.0,Injury
1951,JAMAICA,Kingston Parish,Kingston Harbor,Fishing,M,1875.0,Injury
1951,AUSTRALIA,Queensland,"Ocean baths, Kissing Point Beach ",Swimming,M,1872.0,Fatal
1951,ITALY,Salerno,Amalfi,Swimming,F,1870.0,Fatal
1951,GREECE,Corfu Island,Off Royal Residence,Swimming,M,1867.0,Injury
1951,GREECE,Corfu Island,Off Royal Residence,Swimming,F,1866.0,Fatal
1951,AUSTRALIA,New South Wales,Bondi Beach,Swimming,M,1852.0,Injury
1951,SOUTH AFRICA,KwaZulu-Natal,"Native Beach, Durban",Swimming,M,1851.0,Fatal
1950,AUSTRALIA,New South Wales,Jervis Bay,Swimming,0,1847.0,Injury
1950,AUSTRALIA,Queensland,"Peterson's Beach, Sarina",Fishing,M,1841.0,Injury
1950,AUSTRALIA,South Australia,Streaky Bay,Fishing,0,1838.0,Injury
1950,JAPAN,Sago Prefecture,Ariakeno Bay,Swimming,M,1837.0,Fatal
,ITALY,Savona,Albenga,Fishing,0,1836.0,Injury
1950,USA,Texas,Near Port Arthur,Swimming,M,1834.0,Injury
1950,AUSTRALIA,Victoria,South Werribee Beach,Swimming,M,1819.0,Injury
1950,GREECE,0,"Piraeus, Athens",Swimming,0,1810.0,Fatal
1949,AUSTRALIA,Queensland,Yorkeys Knob Beach near Cairns,Swimming,M,1801.0,Injury
1949,AUSTRALIA,Queensland,Yorkeys Knob Beach near Cairns,Swimming,M,1800.0,Fatal
1949,ITALY,Tuscany,Elba Island,Swimming,M,1799.0,Injury
1949,ITALY,Calabria,Cosenza,Swimming,M,1797.0,Injury
1949,IRAN,Shatt-el-Arab River,0,Swimming,M,1796.0,Injury
1949,IRAN,Shatt-al-Arab River,Bashamir,Swimming,M,1795.0,Fatal
1949,USA,California,"10 miles off Redondo Beach, Los Angeles County",Fishing,M,1793.0,Injury
1949,AUSTRALIA,Queensland,"Nerang River, Southpot",Fishing,M,1789.0,Injury
1949,AUSTRALIA,New South Wales,Off North Bondi,Surfing,M,1784.0,Injury
1948,AUSTRALIA,Western Australia,Lancelin Island,Swimming,M,1774.0,Fatal
1948,AUSTRALIA,Queensland,Rib Reef off Townsville,Fishing,M,1770.0,Injury
1948,GREECE,Attica,Keratsini ,Swimming,M,1767.0,Fatal
1948,USA,Hawaii,"Off Makapauu Point, O'ahu",Swimming,M,1766.0,Injury
1948,USA,Hawaii,"Off Makapauu Point, O'ahu",Fishing,M,1765.0,Injury
1848,TURKEY,Adana Province,Yumurtalik,Swimming,M,1764.0,Fatal
1948,IRAN,Shatt-al-Arab River,Bashamir,Swimming,M,1760.0,Injury
1948,USA,US Virgin Islands,"St. John, Genti Bay",Swimming,M,1758.0,Fatal
1948,NORTHERN MARIANA ISLANDS,Saipan,0,Swimming,M,1757.0,Injury
1948,AUSTRALIA,New South Wales,"Stockton Beach, Newcastle",Swimming,M,1750.0,Fatal
1948,SOUTH AFRICA,Western Cape Province,False Bay,Fishing,0,1745.0,Injury
1947,AUSTRALIA,New South Wales,"Watson Taylor's Lake, 25 miles south of Port Macquarie",Fishing,M,1744.0,Injury
1947,AUSTRALIA,South Australia,3 miles out to sea off Glenelg,Fishing,0,1741.0,Injury
1947,AUSTRALIA,New South Wales,"Maria River, Port Macquarie, 12 miles from river mouth",Swimming,M,1738.0,Fatal
1947,AUSTRALIA,New South Wales,"Maria River, Port Macquarie, 12 miles from river mouth",Swimming,M,1737.0,Injury
1947,USA,Florida,In a canal 10 miles north of St Augustine,Swimming,M,1733.0,Fatal
1947,USA,California,"Santa Monica, Los Angeles County",Fishing,M,1732.0,Injury
1947,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Swimming,M,1730.0,Injury
1947,USA,Hawaii,"Off Waianae, O'ahu",Fishing,M,1728.0,Injury
1947,AUSTRALIA,New South Wales,Coogee,Fishing,0,1727.0,Injury
1947,KENYA,Coast Province,"Kilindini Harbor, Mombasa",Swimming,M,1726.0,Injury
1947,AUSTRALIA,New South Wales,Palm Beach,Surfing,M,1723.0,Injury
1947,AUSTRALIA,Queensland,Palm Beach,Fishing,0,1719.0,Injury
1946,MARSHALL ISLANDS,Kwajalein,0,Fishing,M,1711.0,Fatal
1946,AUSTRALIA,New South Wales,"Marks Point, Swan Bay, Lake Macquarie",Swimming,M,1710.0,Injury
1946,ISRAEL,Gaza,Jura Village,Fishing,M,1709.0,Injury
1946,AUSTRALIA,Queensland,"Trinity Beach, Cairns",Swimming,M,1703.0,Fatal
1946,AUSTRALIA,South Australia,Port Newby,Fishing,0,1702.0,Injury
1946,AUSTRALIA,South Australia,Grange,Fishing,M,1701.0,Injury
1946,SOUTH AFRICA,KwaZulu-Natal,"Battery Beach, Durban",Swimming,M,1696.0,Injury
1946,AUSTRALIA,New South Wales,"Oatley Bay near Como, Georges River",Swimming,F,1693.0,Fatal
1945,IRAN,Shatt-al-Arab River,Bashamir,Swimming,M,1685.0,Injury
1945,AUSTRALIA,Queensland,"Trinity Beach, Cairns",Swimming,M,1680.0,Fatal
1945,USA,North Carolina,"Ocracoke Inlet, Carteret County",Swimming,M,1679.0,Fatal
1945,ISRAEL,Tel Aviv,0,Swimming,M,1677.0,Injury
1945,IRAQ,Basrah,Shatt-al Arab River,Swimming,M,1673.0,Injury
1944,AUSTRALIA,Queensland,Maroochydore Beach,Swimming,M,1669.0,Injury
1944,AUSTRALIA,Queensland,Tewantin,Fishing,0,1663.0,Injury
1944,USA,Maryland,North Beach,Swimming,M,1662.0,Injury
,SOUTH AFRICA,Western Cape Province,Hartenbos,Swimming,M,1659.0,Fatal
1944,AUSTRALIA,Western Australia,"Cottesloe, Perth",Fishing,M,1647.0,Injury
1944,AUSTRALIA,New South Wales,"First Beach, Forster",Surfing,M,1646.0,Injury
1944,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Swimming,M,1645.0,Fatal
1943,MEXICO,Veracruz,"Villa del Mar Beach, Veracruz",Swimming,M,1632.0,Injury
1943,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Swimming,M,1624.0,Fatal
1943,MEXICO,Veracruz,"Villa del Mar Beach, Veracruz",Swimming,0,1619.0,Fatal
1943,SOLOMON ISLANDS,0,Guadalcanal,Swimming,M,1618.0,Injury
1943,IRAQ,0,River Tigris,Swimming,M,1617.0,Injury
1942,SOUTH AFRICA,KwaZulu-Natal,Umkomaas,Swimming,M,1611.0,Injury
1942,AUSTRALIA,New South Wales,"Egg Rock, Middle Harbor, Sydney",Swimming,F,1585.0,Fatal
1942,PANAMA,Panama City,Bella Vista Beach,Swimming,M,1573.0,Fatal
1941,AUSTRALIA,Western Australia,Carnarvon,Swimming,M,1571.0,Injury
1941,USA,New York,Montauk,Fishing,0,1565.0,Injury
1941,AUSTRALIA,New South Wales,Parramata River,Swimming,M,1564.0,Injury
1941,USA,Hawaii,"Nankuli, O'ahu",Fishing,M,1561.0,Injury
1941,USA,California,"Santa Monica, Los Angeles County",Fishing,M,1557.0,Injury
1941,AUSTRALIA,New South Wales,Wollongong,Fishing,M,1556.0,Injury
1940,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, South Coast",Swimming,M,1544.0,Fatal
1940,AUSTRALIA,Queensland,Double Island Beach,Fishing,M,1543.0,Injury
1940,USA,North Carolina,"Holden Beach, Brunswick County",Fishing,M,1538.0,Injury
1940,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, South Coast",Swimming,M,1535.0,Fatal
1940,AUSTRALIA,New South Wales,"North Brighton, Botany Bay",Swimming,M,1531.0,Fatal
1940,AUSTRALIA,Queensland,"Surfers Paradise, near Southport",Swimming,M,1530.0,Injury
1940,SOUTH AFRICA,Eastern Cape Province,Kidd's Beach,Swimming,0,1524.0,Injury
1939,AUSTRALIA,New South Wales,"Cabramatta Creek, Georges River ",Swimming,M,1521.0,Injury
1939,SAMOA,0,0,Fishing,M,1515.0,Fatal
1939,USA,California,"Off San Pedro, Los Angeles County",Fishing,M,1511.0,Injury
1939,NEW ZEALAND,North Island,Matakana River Mouth,Fishing,M,1503.0,Injury
1939,BAHAMAS,Andros Islands,Middle Bight,Fishing,0,1500.0,Injury
1938,AUSTRALIA,New South Wales,"North Beach, Belligen River",Swimming,M,1496.0,Fatal
1938,AUSTRALIA,Queensland,Between Wynnum & St. Helena Island,Fishing,M,1495.0,Injury
1938,USA,California,"Near Encino, Los Angeles County",Fishing,M,1493.0,Injury
1938,USA,South Carolina,Charleston,Swimming,M,1492.0,Injury
1938,TURKEY,0,0,Fishing,M,1491.0,Injury
1938,COSTA RICA,Nicoya Peninsula,0,Fishing,M,1486.0,Fatal
1938,AUSTRALIA,New South Wales,Tweed Heads,Fishing,M,1481.0,Injury
1938,USA,North Carolina,On one of the sounds near Wilmington,Fishing,M,1475.0,Injury
1938,SOUTH AFRICA,KwaZulu-Natal,"Bilanhlolo River Mouth, Ramsgate",Swimming,M,1473.0,Injury
,CROATIA, Split-Dalmatia County,Bisk,Fishing,M,1465.0,Injury
1937,SCOTLAND,Arran,Fallen Rocks,Fishing,0,1463.0,Injury
1937,TURKEY,0,Istanbul,Swimming,M,1460.0,Injury
1937,PANAMA,Colon Province,Limon Bay,Swimming,M,1459.0,Fatal
1937,USA,Texas,Galveston,Swimming,M,1454.0,Fatal
1937,USA,Texas,Galveston,Fishing,M,1453.0,Injury
1937,AUSTRALIA,Victoria,Port Melbourne,Swimming,M,1450.0,Injury
1937,AUSTRALIA,New South Wales,"Bar Beach, Newcastle",Swimming,M,1449.0,Fatal
1937,AUSTRALIA,New South Wales, Botany Bay ,Fishing,0,1447.0,Injury
1937,AUSTRALIA,Queensland,Moreton Island,Fishing,M,1446.0,Injury
1936,AUSTRALIA,New South Wales,"Throsby Creek, Newcastle",Swimming,M,1439.0,Fatal
1936,AUSTRALIA,Victoria,Mordialloc,Fishing,M,1438.0,Fatal
1936,USA,Hawaii,"Lahaina, Maui",Swimming,M,1435.0,Injury
1936,USA,North Carolina,"Pamlico Sound off Frisco, Dare County",Fishing,M,1430.0,Injury
1936,USA,Florida,"Boca Ciega Bay, Pinellas County",Swimming,M,1424.0,Fatal
1936,USA,Florida,"Miami, Miami-Date County",Fishing,M,1421.0,Injury
1936,AUSTRALIA,New South Wales,"South Steyne, Manly",Swimming,M,1415.0,Fatal
1936,AUSTRALIA,Queensland,"Main Beach, Southport",Surfing,M,1413.0,Injury
1935,USA,North Carolina,"Browns Inlet on New River, Onslow Beach",Swimming,M,1408.0,Fatal
1935,PAPUA NEW GUINEA,Central Province,Hula,Swimming,M,1407.0,Fatal
1935,UNITED KINGDOM,Isle of Wight,Atherfield,Fishing,M,1405.0,Injury
1935,CROATIA,Adriatic Sea,"Susak / Fiume (Rijeka, Istria)",Swimming,F,1400.0,Fatal
1935,SOLOMON ISLANDS,Makira-Uluwa Province,Makira Island,Fishing,M,1398.0,Fatal
1935,AUSTRALIA,New South Wales,Newcastle,Surfing,M,1386.0,Injury
1935,AUSTRALIA,New South Wales,Maroubra Beach,Swimming,M,1385.0,Fatal
1935,AUSTRALIA,New South Wales,"Off Ben Buckler, near Sydney",Fishing,M,1382.0,Injury
1934,BERMUDA,Hamilton,Hamilton Parish,Fishing,M,1373.0,Injury
1934,BERMUDA,Hamilton,Nine miles off Frasconi Flats,Fishing,M,1371.0,Injury
1934,ITALY / CROATIA,0,Kralievica,Swimming,F,1369.0,Fatal
1934,CROATIA,Adriatic Sea,"Susak (Rijeka, Istria)",Swimming,F,1367.0,Fatal
1934,USA,Georgia,"Thunderbolt, Chatham County",Swimming,M,1366.0,Injury
